#  1:t_sim[s]   2:t_pb[s]    3:Lne[1/s]   4:Lnb[1/s]   5:Lnx[1/s]   6:Lee[e/s]   7:Leb[e/s]   8:Lex[e/s]   9:Eme[MeV]  10:Emb[MeV]  11:Emx[MeV]  12:Ere[MeV]  13:Erb[MeV]  14:Erx[MeV] 
   0.00000E+00 -0.23721E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   0.10005E-02 -0.23621E+00  0.86287E+55  0.25373E+52  0.54145E+51  0.53172E+50  0.15097E+47  0.30062E+46  0.38452E+01  0.37129E+01  0.34645E+01  0.41987E+01  0.39940E+01  0.37695E+01
   0.20006E-02 -0.23520E+00  0.11592E+56  0.29393E+52  0.62712E+51  0.74380E+50  0.17561E+47  0.35048E+46  0.40038E+01  0.37282E+01  0.34874E+01  0.43647E+01  0.40180E+01  0.37996E+01
   0.30002E-02 -0.23421E+00  0.11809E+56  0.30304E+52  0.64572E+51  0.76012E+50  0.18104E+47  0.36086E+46  0.40166E+01  0.37278E+01  0.34872E+01  0.43768E+01  0.40207E+01  0.38018E+01
   0.40009E-02 -0.23320E+00  0.11915E+56  0.30709E+52  0.65325E+51  0.76907E+50  0.18368E+47  0.36554E+46  0.40277E+01  0.37323E+01  0.34918E+01  0.43874E+01  0.40261E+01  0.38071E+01
   0.50006E-02 -0.23220E+00  0.12110E+56  0.31034E+52  0.66017E+51  0.78267E+50  0.18587E+47  0.36989E+46  0.40330E+01  0.37372E+01  0.34962E+01  0.43932E+01  0.40317E+01  0.38122E+01
   0.60002E-02 -0.23121E+00  0.12240E+56  0.31351E+52  0.66691E+51  0.79235E+50  0.18800E+47  0.37413E+46  0.40393E+01  0.37420E+01  0.35005E+01  0.43998E+01  0.40370E+01  0.38171E+01
   0.70003E-02 -0.23021E+00  0.12368E+56  0.31658E+52  0.67342E+51  0.80181E+50  0.19007E+47  0.37822E+46  0.40453E+01  0.37465E+01  0.35047E+01  0.44058E+01  0.40421E+01  0.38218E+01
   0.80011E-02 -0.22920E+00  0.12496E+56  0.31956E+52  0.67974E+51  0.81124E+50  0.19208E+47  0.38220E+46  0.40511E+01  0.37507E+01  0.35085E+01  0.44116E+01  0.40469E+01  0.38263E+01
   0.90007E-02 -0.22820E+00  0.12626E+56  0.32249E+52  0.68597E+51  0.82083E+50  0.19406E+47  0.38611E+46  0.40567E+01  0.37549E+01  0.35123E+01  0.44173E+01  0.40515E+01  0.38306E+01
   0.10001E-01 -0.22720E+00  0.12758E+56  0.32538E+52  0.69211E+51  0.83052E+50  0.19601E+47  0.38999E+46  0.40622E+01  0.37590E+01  0.35161E+01  0.44228E+01  0.40561E+01  0.38348E+01
   0.11000E-01 -0.22621E+00  0.12890E+56  0.32823E+52  0.69816E+51  0.84022E+50  0.19794E+47  0.39380E+46  0.40676E+01  0.37630E+01  0.35197E+01  0.44282E+01  0.40605E+01  0.38390E+01
   0.12000E-01 -0.22521E+00  0.13023E+56  0.33105E+52  0.70412E+51  0.84995E+50  0.19984E+47  0.39757E+46  0.40727E+01  0.37668E+01  0.35233E+01  0.44334E+01  0.40648E+01  0.38430E+01
   0.13000E-01 -0.22421E+00  0.13156E+56  0.33379E+52  0.70993E+51  0.85971E+50  0.20169E+47  0.40124E+46  0.40777E+01  0.37706E+01  0.35267E+01  0.44383E+01  0.40690E+01  0.38469E+01
   0.14001E-01 -0.22320E+00  0.13292E+56  0.33648E+52  0.71564E+51  0.86967E+50  0.20352E+47  0.40485E+46  0.40826E+01  0.37742E+01  0.35301E+01  0.44433E+01  0.40730E+01  0.38506E+01
   0.15001E-01 -0.22220E+00  0.13431E+56  0.33917E+52  0.72135E+51  0.87980E+50  0.20534E+47  0.40846E+46  0.40876E+01  0.37778E+01  0.35334E+01  0.44483E+01  0.40770E+01  0.38544E+01
   0.16001E-01 -0.22120E+00  0.13572E+56  0.34031E+52  0.72708E+51  0.89014E+50  0.20637E+47  0.41210E+46  0.40925E+01  0.37840E+01  0.35368E+01  0.44533E+01  0.40830E+01  0.38582E+01
   0.17001E-01 -0.22020E+00  0.13717E+56  0.34452E+52  0.73278E+51  0.90068E+50  0.20898E+47  0.41573E+46  0.40974E+01  0.37852E+01  0.35401E+01  0.44582E+01  0.40851E+01  0.38619E+01
   0.18001E-01 -0.21920E+00  0.13863E+56  0.34725E+52  0.73848E+51  0.91135E+50  0.21084E+47  0.41935E+46  0.41022E+01  0.37887E+01  0.35434E+01  0.44631E+01  0.40890E+01  0.38656E+01
   0.19000E-01 -0.21821E+00  0.14011E+56  0.34992E+52  0.74413E+51  0.92221E+50  0.21266E+47  0.42294E+46  0.41071E+01  0.37922E+01  0.35466E+01  0.44680E+01  0.40930E+01  0.38693E+01
   0.20001E-01 -0.21721E+00  0.14164E+56  0.35219E+52  0.74977E+51  0.93339E+50  0.21428E+47  0.42654E+46  0.41120E+01  0.37965E+01  0.35499E+01  0.44729E+01  0.40975E+01  0.38729E+01
   0.21000E-01 -0.21621E+00  0.14321E+56  0.35524E+52  0.75545E+51  0.94486E+50  0.21629E+47  0.43017E+46  0.41170E+01  0.37993E+01  0.35531E+01  0.44780E+01  0.41008E+01  0.38766E+01
   0.22001E-01 -0.21520E+00  0.14481E+56  0.35800E+52  0.76120E+51  0.95660E+50  0.21818E+47  0.43385E+46  0.41220E+01  0.38029E+01  0.35565E+01  0.44830E+01  0.41048E+01  0.38803E+01
   0.23001E-01 -0.21420E+00  0.14645E+56  0.36071E+52  0.76694E+51  0.96858E+50  0.22004E+47  0.43752E+46  0.41270E+01  0.38065E+01  0.35598E+01  0.44881E+01  0.41088E+01  0.38841E+01
   0.24001E-01 -0.21320E+00  0.14813E+56  0.36342E+52  0.77268E+51  0.98090E+50  0.22191E+47  0.44121E+46  0.41322E+01  0.38102E+01  0.35631E+01  0.44933E+01  0.41129E+01  0.38879E+01
   0.25000E-01 -0.21221E+00  0.14984E+56  0.36615E+52  0.77844E+51  0.99350E+50  0.22378E+47  0.44492E+46  0.41373E+01  0.38138E+01  0.35665E+01  0.44985E+01  0.41170E+01  0.38916E+01
   0.26001E-01 -0.21120E+00  0.15160E+56  0.36890E+52  0.78426E+51  0.10064E+51  0.22568E+47  0.44867E+46  0.41426E+01  0.38175E+01  0.35698E+01  0.45038E+01  0.41210E+01  0.38954E+01
   0.27001E-01 -0.21020E+00  0.15340E+56  0.37164E+52  0.79006E+51  0.10197E+51  0.22758E+47  0.45240E+46  0.41478E+01  0.38211E+01  0.35731E+01  0.45092E+01  0.41250E+01  0.38991E+01
   0.28001E-01 -0.20920E+00  0.15523E+56  0.37440E+52  0.79590E+51  0.10332E+51  0.22948E+47  0.45616E+46  0.41531E+01  0.38247E+01  0.35764E+01  0.45145E+01  0.41290E+01  0.39028E+01
   0.29001E-01 -0.20820E+00  0.15712E+56  0.37716E+52  0.80174E+51  0.10471E+51  0.23139E+47  0.45993E+46  0.41585E+01  0.38282E+01  0.35797E+01  0.45200E+01  0.41329E+01  0.39065E+01
   0.30000E-01 -0.20721E+00  0.15905E+56  0.37992E+52  0.80759E+51  0.10613E+51  0.23330E+47  0.46370E+46  0.41639E+01  0.38318E+01  0.35829E+01  0.45254E+01  0.41368E+01  0.39101E+01
   0.31000E-01 -0.20621E+00  0.16101E+56  0.38270E+52  0.81347E+51  0.10759E+51  0.23522E+47  0.46751E+46  0.41695E+01  0.38353E+01  0.35862E+01  0.45311E+01  0.41408E+01  0.39138E+01
   0.32001E-01 -0.20520E+00  0.16305E+56  0.38552E+52  0.81943E+51  0.10909E+51  0.23718E+47  0.47137E+46  0.41750E+01  0.38390E+01  0.35895E+01  0.45366E+01  0.41448E+01  0.39175E+01
   0.33001E-01 -0.20420E+00  0.16514E+56  0.38835E+52  0.82541E+51  0.11064E+51  0.23915E+47  0.47525E+46  0.41806E+01  0.38427E+01  0.35928E+01  0.45424E+01  0.41489E+01  0.39213E+01
   0.34001E-01 -0.20320E+00  0.16726E+56  0.39119E+52  0.83141E+51  0.11221E+51  0.24113E+47  0.47916E+46  0.41863E+01  0.38463E+01  0.35962E+01  0.45482E+01  0.41530E+01  0.39251E+01
   0.35001E-01 -0.20220E+00  0.16939E+56  0.39403E+52  0.83742E+51  0.11380E+51  0.24311E+47  0.48306E+46  0.41923E+01  0.38500E+01  0.35995E+01  0.45543E+01  0.41570E+01  0.39289E+01
   0.36000E-01 -0.20121E+00  0.17155E+56  0.39686E+52  0.84341E+51  0.11541E+51  0.24509E+47  0.48697E+46  0.41979E+01  0.38536E+01  0.36029E+01  0.45598E+01  0.41611E+01  0.39326E+01
   0.37001E-01 -0.20020E+00  0.17394E+56  0.39970E+52  0.84941E+51  0.11718E+51  0.24707E+47  0.49088E+46  0.42039E+01  0.38572E+01  0.36061E+01  0.45661E+01  0.41651E+01  0.39363E+01
   0.38000E-01 -0.19921E+00  0.17624E+56  0.40250E+52  0.85534E+51  0.11891E+51  0.24903E+47  0.49475E+46  0.42100E+01  0.38607E+01  0.36094E+01  0.45723E+01  0.41690E+01  0.39399E+01
   0.39001E-01 -0.19820E+00  0.17858E+56  0.40533E+52  0.86131E+51  0.12066E+51  0.25101E+47  0.49865E+46  0.42162E+01  0.38643E+01  0.36126E+01  0.45787E+01  0.41730E+01  0.39436E+01
